msno,city,bd,gender,registered_via,registration_init_time,age,registration_date,registration_year,registration_month,transaction_count,avg_plan_days,avg_plan_price,avg_amount_paid,auto_renew_rate,cancel_rate,is_churn
5HCxfozA8gA9prDjbxoLmh9elH+w9GDRZK+0ndSYeZE=,1.0,0.0,,4.0,20160103.0,,2016-01-03,2016.0,1.0,,,,,,,1
jg/Psym+CexMLEArUVz3oe4bmJNPLcZKdXhuo0vTXYI=,5.0,34.0,female,7.0,20110423.0,34.0,2011-04-23,2011.0,4.0,1.0,30.0,99.0,99.0,1.0,0.0,0
Sd6FiGpA9iW/lvnXYAm1SCa3Ezgi7kp3hJWsSVfBnds=,22.0,35.0,female,9.0,20051123.0,35.0,2005-11-23,2005.0,11.0,1.0,30.0,149.0,149.0,1.0,0.0,0
cxGMnDF3gla8/ceAE9f55ETjXutREQPbAbNum0IuoIQ=,1.0,0.0,,7.0,20150718.0,,2015-07-18,2015.0,7.0,1.0,30.0,129.0,129.0,1.0,0.0,0
4QxAjuo2er0zgr2IAxQJ1QbHeLS0/K7Y0HDk06Kul8M=,1.0,0.0,,7.0,20160603.0,,2016-06-03,2016.0,6.0,1.0,30.0,99.0,99.0,1.0,0.0,0
/Y2+gHdLEHm/VFvrWSM0SlTZ/9xcNhs66d6BqY/bDZ4=,1.0,0.0,,7.0,20140429.0,,2014-04-29,2014.0,4.0,1.0,30.0,99.0,99.0,1.0,0.0,0
HsUU5n+8PE7Ta3gWyZ5uFA4/81N2O3ULQIrrzE9PP8o=,1.0,0.0,,7.0,20150810.0,,2015-08-10,2015.0,8.0,1.0,30.0,99.0,99.0,1.0,0.0,0
PnJHBSE3XB2s6K7SkJiu/wvKSFawd2JMZmaAH+VRohs=,1.0,0.0,,7.0,20140729.0,,2014-07-29,2014.0,7.0,1.0,30.0,99.0,99.0,1.0,0.0,0
c/5Pmfoia/eSjkYbVNZn9yZ3SHbYqLmVYohP6sIXI94=,13.0,27.0,male,9.0,20050726.0,27.0,2005-07-26,2005.0,7.0,3.0,30.0,149.0,149.0,1.0,0.0,1
TeJhzIG2tpVU43DgM0f4cvwq1dnY+Xe+SwloBRUWMpk=,1.0,0.0,,7.0,20140915.0,,2014-09-15,2014.0,9.0,1.0,30.0,149.0,149.0,1.0,0.0,0
FJo1WkG2asM6QloudZjaibqw/teACnO+4+6oxQSS9TQ=,1.0,0.0,,4.0,20160427.0,,2016-04-27,2016.0,4.0,1.0,30.0,180.0,180.0,0.0,0.0,0
ARatn824T6+i8uwd6Rz78IhoesDKR8PpD79lw+PewuI=,1.0,0.0,,7.0,20160720.0,,2016-07-20,2016.0,7.0,1.0,30.0,149.0,149.0,1.0,0.0,0
TFkwbEG/M+oiIa6hFlsBoiXRfsa0zTemeCnBPlTgbb8=,14.0,24.0,male,4.0,20160109.0,24.0,2016-01-09,2016.0,1.0,1.0,30.0,180.0,180.0,1.0,0.0,0
bDkzFp4LlKVmOfDkikKfJif4VgmezngmJhhsmwF/tHE=,1.0,0.0,,4.0,20160627.0,,2016-06-27,2016.0,6.0,,,,,,,1
PFPAnP+GcXni5V7FaCipKsN0BXIz0ecaYnYhtVi/chU=,1.0,0.0,,9.0,20170223.0,,2017-02-23,2017.0,2.0,1.0,30.0,149.0,149.0,0.0,0.0,0
exfvPzdHWUSYGlCcGxE+yo2Hg+tY0rlgzJ9g1topElA=,13.0,25.0,female,9.0,20100520.0,25.0,2010-05-20,2010.0,5.0,1.0,30.0,149.0,149.0,1.0,0.0,0
CA6IFi4I4OIPh9sBEmGZbPb3K+bHj85k0R3dXbkFx1o=,,,,,,,,,,1.0,30.0,99.0,99.0,1.0,0.0,0
AwVi5F42n9HstM1D4bmd/aNV9zWCvZiwEwvGQjSD9uo=,22.0,29.0,male,3.0,20141109.0,29.0,2014-11-09,2014.0,11.0,2.0,30.0,149.0,149.0,1.0,0.0,0
qGHPDfbUKgkDQmcffY6KGfw2bF5vsNpRgodLFOIbtaI=,5.0,30.0,female,9.0,20070319.0,30.0,2007-03-19,2007.0,3.0,1.0,30.0,149.0,149.0,1.0,0.0,0
ShXQHOG3nqngn1x8JI42p6kQhQ7j9388ibqyeSyOUxE=,1.0,0.0,,7.0,20131109.0,,2013-11-09,2013.0,11.0,1.0,30.0,99.0,99.0,1.0,0.0,0
X75Mb3INFjxpa5J4gtQp9c+bOdDBj9k3TLQbGZCAcaI=,13.0,36.0,female,9.0,20150102.0,36.0,2015-01-02,2015.0,1.0,1.0,30.0,149.0,149.0,1.0,0.0,0
c/NCJo5bZsTVoSEModxBEwIVLSt75hu24WKJEb64Ki8=,1.0,0.0,,7.0,20110117.0,,2011-01-17,2011.0,1.0,1.0,30.0,149.0,149.0,1.0,0.0,0
itNHw1+2PFkjZW4SA+Q7x7xpfXfWi0e9BLDUy1iiHNI=,1.0,0.0,,7.0,20130318.0,,2013-03-18,2013.0,3.0,21.0,30.0,149.0,149.0,1.0,0.0,0
BG2tvnEt5tp7GsSgd55Wmm/nYa0yAkoG03qBB1ItwwI=,4.0,27.0,female,9.0,20090225.0,27.0,2009-02-25,2009.0,2.0,1.0,30.0,149.0,149.0,1.0,0.0,0
4RIY1HQfsnhbppxHp4QqumF3z1JxyXXOUuzcvxShZVc=,1.0,0.0,,7.0,20111022.0,,2011-10-22,2011.0,10.0,1.0,30.0,149.0,149.0,1.0,0.0,0
+owGW7STKZsgIgUoSst793U/w+MzpaRkV0D5drmMlHI=,,,,,,,,,,1.0,30.0,99.0,99.0,1.0,0.0,0
Jh0e5Uh6zWr7ZDXOm39ZqvJa/nzXo0OD0UtENeHhtKo=,,,,,,,,,,1.0,30.0,99.0,99.0,1.0,0.0,0
EuPUzkS1Cy9mPtphdxkW3NHBUgMi9AMK4lHXn2qxB30=,4.0,26.0,female,9.0,20120719.0,26.0,2012-07-19,2012.0,7.0,2.0,30.0,149.0,149.0,1.0,0.0,0
K5a4Vg+ZFATnJEvwZFlBUQ4YT0wcuxufwbCi6P3rZDk=,1.0,0.0,,7.0,20160628.0,,2016-06-28,2016.0,6.0,1.0,30.0,99.0,99.0,1.0,0.0,0
aszskegqK3WPIn+8zlXV1JhXJl0pLg1pezv+vu1BUrM=,13.0,36.0,male,9.0,20050402.0,36.0,2005-04-02,2005.0,4.0,1.0,30.0,149.0,149.0,1.0,0.0,0
/RJTswCfQPo9P8qLyldRolXk0o3LEse+IOOGia6a+YY=,,,,,,,,,,1.0,30.0,99.0,99.0,1.0,0.0,0
Jsvw8cKmYpmoUoigoZ17aMbqQWwGaLKykYeVQQuIJSQ=,15.0,19.0,male,9.0,20130304.0,19.0,2013-03-04,2013.0,3.0,1.0,30.0,149.0,149.0,1.0,0.0,0
85EU0deZY+lGDa96VKhicx8T7YpWWDiVxWSjxqWY/JM=,13.0,39.0,male,9.0,20130103.0,39.0,2013-01-03,2013.0,1.0,1.0,30.0,149.0,149.0,1.0,0.0,0
8Dz9yjnmpJkfrOzf0qTCaxGOPhnz9pmcU01QdMXubQw=,1.0,0.0,,7.0,20130508.0,,2013-05-08,2013.0,5.0,1.0,30.0,99.0,99.0,1.0,0.0,0
WxXsKIh4thE7Wuf+8ehEo+K10/hl6/96JjJcxIdkfgk=,15.0,24.0,male,3.0,20150901.0,24.0,2015-09-01,2015.0,9.0,1.0,30.0,180.0,180.0,1.0,0.0,1
Bf8DRVpy/tetD651wulpgrHc1NAXAqNmHPRT8+Q7d6w=,1.0,0.0,,7.0,20140302.0,,2014-03-02,2014.0,3.0,1.0,30.0,99.0,99.0,1.0,0.0,0
z37j1UFTUW86e3iZhQby8bfLB/dQREGBaB3CyO3zKMA=,22.0,26.0,male,7.0,20160207.0,26.0,2016-02-07,2016.0,2.0,1.0,30.0,99.0,99.0,1.0,0.0,0
gmxrF7qmdkM7zV7C71NI4uFmAuZQAS09POh50BBLW5Q=,1.0,0.0,,7.0,20170211.0,,2017-02-11,2017.0,2.0,1.0,30.0,100.0,100.0,1.0,0.0,0
NvWNbLFS2AHbpJtzfl+bDMiFQTIujDyWH5TTYTWm0Zg=,1.0,0.0,,7.0,20160706.0,,2016-07-06,2016.0,7.0,1.0,30.0,99.0,99.0,1.0,0.0,0
Ufa5iDb5Bf24320iGwORpZ6L3EBjk3gYq2AY7OiyIjg=,13.0,50.0,female,9.0,20061022.0,50.0,2006-10-22,2006.0,10.0,1.0,30.0,149.0,149.0,1.0,0.0,0
8bIm51MB1nSUGBzegX1LOkS9QXY6F2KXKB0AzMsYGfQ=,17.0,21.0,male,9.0,20150303.0,21.0,2015-03-03,2015.0,3.0,,,,,,,1
SSWlxpT4tiWbDWzEbrrdqUG3YbTBRMsN8TOxFvTPKls=,15.0,21.0,male,9.0,20130203.0,21.0,2013-02-03,2013.0,2.0,2.0,30.0,149.0,149.0,1.0,0.0,0
eRIN9sAhaZHLvgGWV5T9jVM5UAvcVBmDHBfiJYKFzV4=,,,,,,,,,,1.0,30.0,100.0,100.0,1.0,0.0,0
3YexGzQlqhNEgvrU8hNK74XUSAjHcs+ajEhW+9ajva8=,1.0,0.0,,7.0,20101126.0,,2010-11-26,2010.0,11.0,1.0,30.0,99.0,99.0,1.0,0.0,0
0ElBFGPMH5wLWQ+xgQYpXMVAH9QQ/iMBbWGrgPRhNm4=,1.0,0.0,,7.0,20150923.0,,2015-09-23,2015.0,9.0,1.0,30.0,99.0,99.0,1.0,0.0,0
dyaIrASsenqpNkV3X6Bp/HzYV7r+ZtTCxNcA3+ILofk=,1.0,0.0,,7.0,20140403.0,,2014-04-03,2014.0,4.0,1.0,30.0,99.0,99.0,1.0,0.0,0
CLWrrrqvFMrFVsYA2swijIkbqv33wu547khxO74GNpg=,14.0,55.0,male,7.0,20110328.0,55.0,2011-03-28,2011.0,3.0,1.0,30.0,129.0,129.0,1.0,0.0,0
ugj/spQKTv4rR8erN1LI+oIFRye9BsjRbHP9lj5VTss=,1.0,0.0,,7.0,20160610.0,,2016-06-10,2016.0,6.0,1.0,30.0,99.0,99.0,1.0,0.0,0
0jZGFLTsOprU6oX6IUt4EMeI8E/6RCltEa8E4rVhPnM=,1.0,0.0,,7.0,20150714.0,,2015-07-14,2015.0,7.0,1.0,30.0,99.0,99.0,1.0,0.0,0
Kp1jF10tn4uwX3cWOTLqxsH0w5f1xwct36rE+RxSdG0=,15.0,0.0,female,3.0,20150322.0,,2015-03-22,2015.0,3.0,1.0,30.0,180.0,180.0,0.0,0.0,1
g2S9cgsGxUpUQkOjL39mwCMx3LvAetE/r/YxZgmNOVY=,1.0,0.0,,7.0,20160215.0,,2016-02-15,2016.0,2.0,1.0,30.0,99.0,99.0,1.0,0.0,0
Cy2kI2aOsHC7aSVYrOIj2QbagUN4HFPW0boaL4Yl2mU=,5.0,24.0,male,9.0,20070222.0,24.0,2007-02-22,2007.0,2.0,1.0,30.0,149.0,149.0,1.0,0.0,0
TXlkfcYE/YSJ6qC7TA/Cf8WX/ppFUiAU9u2bn4Eh+K4=,5.0,35.0,female,9.0,20071128.0,35.0,2007-11-28,2007.0,11.0,3.0,30.0,149.0,149.0,1.0,0.3333333333333333,0
T3VUkH9sOPuKGL77y5rxsNs253D7FgdJW1/M5N9Al9k=,1.0,0.0,,7.0,20100910.0,,2010-09-10,2010.0,9.0,1.0,30.0,129.0,129.0,1.0,0.0,0
oLNtGkOBTWJ9AXWmOZLShiUYHEp0V1UpL6U+7lasJpw=,13.0,36.0,male,9.0,20110430.0,36.0,2011-04-30,2011.0,4.0,2.0,30.0,149.0,149.0,1.0,0.0,0
A9ymI8BePp0EaxkBNYvZZ3m+JiZmTiDGm417YuZ/xlU=,8.0,28.0,male,9.0,20111113.0,28.0,2011-11-13,2011.0,11.0,1.0,30.0,149.0,149.0,0.0,0.0,0
dRnyV0EPF6nMkT78G/xjxcCoju87DtsMJgnU8ewRm20=,1.0,0.0,,7.0,20170113.0,,2017-01-13,2017.0,1.0,1.0,30.0,99.0,99.0,1.0,0.0,0
El7oDeKniz//NOITNEbVgz0ERxfz1UocLw9mbFPjZLY=,1.0,0.0,,7.0,20150904.0,,2015-09-04,2015.0,9.0,1.0,30.0,99.0,99.0,1.0,0.0,0
wBqbboFbXt+Hgi/FPgoMuJp/97uG7rFQ65iF05fNUrs=,1.0,0.0,,7.0,20160804.0,,2016-08-04,2016.0,8.0,1.0,30.0,99.0,99.0,1.0,0.0,0
06/rGbGny5evtmF1nDr+hh1nbNssDiG6SQjzc1eO8Fk=,1.0,0.0,,7.0,20160718.0,,2016-07-18,2016.0,7.0,1.0,30.0,99.0,99.0,1.0,0.0,0
qLF81zdmzxrWD6BoDB5NIDNV2dndzPO/ebNqjossL4I=,1.0,0.0,,7.0,20150816.0,,2015-08-16,2015.0,8.0,1.0,30.0,99.0,99.0,1.0,0.0,0
v9WsXkxvxOiABXVB1eLT8QghO/98+lNKYPecpDmEgcc=,1.0,0.0,,9.0,20170125.0,,2017-01-25,2017.0,1.0,,,,,,,0
E4HHXm9qwghlnPVp8YbhY/L7Gz/Q59HnLQK3TSeITcw=,1.0,0.0,,7.0,20151206.0,,2015-12-06,2015.0,12.0,1.0,30.0,149.0,149.0,1.0,0.0,0
MYaFycVImt00upq57YhY2RQsSLVfJgwsqiER2ULqjPI=,1.0,0.0,,7.0,20140717.0,,2014-07-17,2014.0,7.0,1.0,30.0,100.0,100.0,1.0,0.0,0
3225wM64KYqiDIw9EcFlPMQ56z/ArMp9enEnzGXdsHE=,1.0,0.0,,7.0,20131129.0,,2013-11-29,2013.0,11.0,1.0,30.0,99.0,99.0,1.0,0.0,0
esA1euLDuTZtPmdSsHXRN9hNP33aU/p9GavIO7qGJT4=,1.0,0.0,,7.0,20131128.0,,2013-11-28,2013.0,11.0,1.0,30.0,149.0,149.0,1.0,0.0,0
aB5XqVaiYhr61XNajgMOZAk+LLuoOkJrORbxcmMFPC4=,18.0,35.0,female,3.0,20140809.0,35.0,2014-08-09,2014.0,8.0,1.0,30.0,180.0,180.0,0.0,0.0,0
tsvdi9qG00AiuJQ8inkAgdHcurDwoCCB5e7uo58V0do=,13.0,39.0,female,9.0,20080512.0,39.0,2008-05-12,2008.0,5.0,2.0,30.0,149.0,149.0,1.0,0.0,0
ie8d+/E2Z3uiFYtSplD53xzsFTpT9Cxvj0yNptHsKSc=,1.0,0.0,,7.0,20160828.0,,2016-08-28,2016.0,8.0,1.0,30.0,99.0,99.0,1.0,0.0,0
R8eqmhavp7kktg3PwQioOC1MyP1nm3MSN7jR61pVzvM=,1.0,0.0,,7.0,20160624.0,,2016-06-24,2016.0,6.0,1.0,30.0,99.0,99.0,1.0,0.0,0
AU6cUEODucFEn5gfdIAsj9/cdB0fRsCyfh2ETNF+3VA=,13.0,24.0,female,7.0,20110606.0,24.0,2011-06-06,2011.0,6.0,1.0,30.0,149.0,149.0,1.0,0.0,0
guxlbUfWVWCmv+/OB0he6t2/ZuKY/t2BLmIZABMZXPM=,1.0,0.0,,7.0,20150819.0,,2015-08-19,2015.0,8.0,1.0,30.0,99.0,99.0,1.0,0.0,0
HVJGRqvym66U14GLvWYd/6oSEMdXTLp/9prxrXJfKiE=,,,,,,,,,,1.0,30.0,99.0,99.0,1.0,0.0,0
O+6F6hisLfS8iMiXusErP5Blu0BVK4pVvlQCqdNZAQ8=,21.0,19.0,female,9.0,20140212.0,19.0,2014-02-12,2014.0,2.0,1.0,30.0,180.0,180.0,0.0,0.0,0
obEV9TCRJjCzovtmFOzhiRNIfOEIwXC72TSEenExp+Y=,15.0,26.0,male,9.0,20120906.0,26.0,2012-09-06,2012.0,9.0,2.0,30.0,149.0,149.0,1.0,0.0,0
Nk6uhDVnBYHozbj4ANW0Bbt1vemkMzzsRoj88XNeT9o=,9.0,39.0,male,7.0,20101110.0,39.0,2010-11-10,2010.0,11.0,1.0,30.0,149.0,149.0,1.0,0.0,0
SmQYIyjTOC5p27Rgfi1mao+4Hd5/yJKMuji/8FkzSZQ=,1.0,0.0,,9.0,20141212.0,,2014-12-12,2014.0,12.0,1.0,30.0,149.0,149.0,0.0,0.0,0
dV9VOfuDz19bSXYRf6i6QX64r5HaMHu7JwFDJnJshS8=,22.0,20.0,female,7.0,20121214.0,20.0,2012-12-14,2012.0,12.0,1.0,30.0,99.0,99.0,1.0,0.0,0
bWPqmztEfNfx+T4NkEHyv4y4BWNkLT3QRnshh2DdVxc=,5.0,44.0,male,9.0,20141107.0,44.0,2014-11-07,2014.0,11.0,1.0,30.0,149.0,149.0,1.0,0.0,0
ZKY8HejhOSqBQ4umyvG2gUTvBHFnexSenIvAv6YAlhg=,1.0,0.0,,4.0,20160523.0,,2016-05-23,2016.0,5.0,1.0,30.0,180.0,180.0,1.0,0.0,0
J+6itYRSuvvKEdB6l83gwAEAL8NDQZf1bTIjE4yyFrw=,,,,,,,,,,1.0,30.0,99.0,99.0,1.0,0.0,0
e6S4n0jO2oioc/HWa6KY259JT/THyRD3gIERV4hjvIo=,,,,,,,,,,2.0,30.0,99.0,99.0,1.0,0.5,1
WmAWBSVGZ9sJvun7XZR1LvSCyBUI0xksMhb1Ijcua8c=,4.0,36.0,male,9.0,20080317.0,36.0,2008-03-17,2008.0,3.0,1.0,30.0,149.0,149.0,1.0,0.0,0
GsiNHViSuf1ZVQP8y33UpdlVSrElG/HuGy2tT1UyL2Q=,13.0,47.0,male,3.0,20131026.0,47.0,2013-10-26,2013.0,10.0,1.0,30.0,149.0,149.0,1.0,0.0,0
yIo7wJRwEAze0wHH70zKQaL0hBsnXyrhWzz/RWwStGI=,,,,,,,,,,1.0,30.0,99.0,99.0,1.0,0.0,0
3VM9AsU0CWX4BvOkCiqktoaMEecgRoeEQQOBugGfDtk=,6.0,16.0,male,9.0,20080630.0,16.0,2008-06-30,2008.0,6.0,1.0,30.0,149.0,149.0,1.0,0.0,0
+0VZFYjEVxE6cCGRQ1rWL/zZIhU2LUZ2+7suAgMk8ro=,,,,,,,,,,1.0,30.0,99.0,99.0,1.0,0.0,0
KI+nD4FosGsccLZs5aLHKO3D0OCwmPz19KsVrSkbj8A=,1.0,24.0,female,4.0,20151123.0,24.0,2015-11-23,2015.0,11.0,1.0,30.0,180.0,180.0,1.0,0.0,0
aLJwVTfFKNYj2CNlVc3NQsRQcu/P8605EiyDkGg1J+U=,1.0,0.0,,7.0,20150917.0,,2015-09-17,2015.0,9.0,1.0,30.0,99.0,99.0,1.0,0.0,0
ORGX8Lt9S6OfVRxfTwzpTiEpoWEYTN86C6H9r/YjQs4=,1.0,0.0,,7.0,20110909.0,,2011-09-09,2011.0,9.0,1.0,30.0,129.0,129.0,1.0,0.0,0
6h7ZWalBQzZ1Z95TZEo3HiF96AhNHqAiIJ9jDyTFVaU=,1.0,0.0,,7.0,20111014.0,,2011-10-14,2011.0,10.0,1.0,30.0,99.0,99.0,1.0,0.0,0
Fv0Ar/13EsQxWzeRQS44EQzrPrU0nFwT1MnCPRIUQbE=,12.0,44.0,female,9.0,20101027.0,44.0,2010-10-27,2010.0,10.0,1.0,30.0,149.0,149.0,1.0,0.0,0
1CqEjCnflEzbC2C6rj2y2FuWIsOktRSb1XHw6Bp5qFg=,15.0,49.0,male,9.0,20061209.0,49.0,2006-12-09,2006.0,12.0,1.0,30.0,149.0,149.0,1.0,0.0,0
fFdaHP19bjVkPa4231qTdSBK2Xqc3HNBCwPu+/4mjT0=,1.0,0.0,,7.0,20101120.0,,2010-11-20,2010.0,11.0,4.0,30.0,149.0,149.0,1.0,0.0,1
PX1DLIOrL5XWgQGVqKkCXX5MrfMwAVK2NuZqjiQCmnc=,1.0,0.0,,7.0,20161028.0,,2016-10-28,2016.0,10.0,1.0,30.0,99.0,99.0,1.0,0.0,0
QHLmOR+/BInqoYeS3wmVlIJsQP0+tXnhiG9H/oKNBiI=,1.0,0.0,,7.0,20140131.0,,2014-01-31,2014.0,1.0,1.0,30.0,99.0,99.0,1.0,0.0,0
e9T9niHIC3Ybs4PahJyQv9G23wp+UCfPoIPq2Cn77xY=,22.0,33.0,male,9.0,20040806.0,33.0,2004-08-06,2004.0,8.0,1.0,30.0,180.0,180.0,1.0,0.0,0
29DOcQuIR+zgDPLZnhIeSBIPP5J87OBnE8O5qFVQuZw=,9.0,30.0,male,3.0,20130105.0,30.0,2013-01-05,2013.0,1.0,2.0,30.0,149.0,149.0,1.0,0.0,0
ahCLQ/WekBfiCxQAbaKkr6PmEgo8VJkhWn+Va6C7kGk=,1.0,0.0,,7.0,20160112.0,,2016-01-12,2016.0,1.0,1.0,30.0,99.0,99.0,1.0,0.0,0
YJHdZO+GQIatBhWVx3fatfHz+OB7Fyy9NE44rqk9GHI=,22.0,21.0,male,9.0,20100828.0,21.0,2010-08-28,2010.0,8.0,1.0,30.0,129.0,129.0,1.0,0.0,0
bdkOnHBNB0KDXQtaxoBCgLM8ePG3skTWACKX7NjNL/M=,22.0,31.0,male,3.0,20151226.0,31.0,2015-12-26,2015.0,12.0,1.0,30.0,149.0,149.0,1.0,0.0,0
KcEtx4bcX9oOE/LiILPe2IDadMsVLG+iShIdbOAVFVw=,1.0,0.0,,7.0,20160319.0,,2016-03-19,2016.0,3.0,1.0,30.0,99.0,99.0,1.0,0.0,0
SvdAOG3xp9glZIopNrlnOOiOLHdmnpHfwRGnNUpOrmo=,1.0,0.0,,7.0,20130923.0,,2013-09-23,2013.0,9.0,1.0,30.0,99.0,99.0,1.0,0.0,0
WEhg9lKpw9kmItrjKO31t3xQp2QzEhVXYjRXag5L8fE=,1.0,0.0,,7.0,20120403.0,,2012-04-03,2012.0,4.0,1.0,30.0,149.0,149.0,1.0,0.0,0
MOpST6I6qMOqpW17XBJu56iuHz56dqaAWYZkOwAcu3Y=,1.0,27.0,male,3.0,20140828.0,27.0,2014-08-28,2014.0,8.0,1.0,30.0,180.0,180.0,0.0,0.0,0
iKCmxfepyILYtY8De1w31jem9ESRg99lP00xuMORQws=,1.0,0.0,,7.0,20151121.0,,2015-11-21,2015.0,11.0,1.0,30.0,99.0,99.0,1.0,0.0,0
XIEHJRX3HEM37Ch1R2uf1MHntTk2Gh/JwdlLtJZG4S8=,1.0,0.0,,7.0,20151229.0,,2015-12-29,2015.0,12.0,1.0,30.0,99.0,99.0,1.0,0.0,0
9lso1WXb9E4Vt4rXPmWwo1YFrpYmmYfIsqfX/yPs9mE=,1.0,0.0,,7.0,20151106.0,,2015-11-06,2015.0,11.0,1.0,30.0,99.0,99.0,1.0,0.0,0
/aNjMIX5BYqBRT37IRzcunK+9RFnMtl972u63jHaCJ8=,22.0,19.0,female,7.0,20150129.0,19.0,2015-01-29,2015.0,1.0,1.0,30.0,149.0,149.0,1.0,0.0,0
vWFaB6N6lnvHZ4AcYPSZ7pMv51EtW6nG6tTXMG/V+1U=,13.0,25.0,male,9.0,20090528.0,25.0,2009-05-28,2009.0,5.0,,,,,,,1
AP9XYQKzELZKAA0YE2QVHI3ej+Ww9m0pNpzvdaIreTk=,22.0,29.0,female,9.0,20110325.0,29.0,2011-03-25,2011.0,3.0,2.0,30.0,149.0,149.0,1.0,0.0,0
ivgeLKzj2t2gBYIrq7wNsnUXwSrlqCnMnzGBGeHWRXQ=,1.0,0.0,,7.0,20150919.0,,2015-09-19,2015.0,9.0,1.0,30.0,99.0,99.0,1.0,0.0,0
cVGAhuIFFTsTFPbQegvXPCrdOGzUeQ1nODRcoy/RPHU=,1.0,0.0,,7.0,20101215.0,,2010-12-15,2010.0,12.0,1.0,30.0,149.0,149.0,1.0,0.0,0
msJh+BGSayl2NMOPIc7sgMOC8WNHO8r8qnK0E+Ea5Og=,13.0,24.0,female,9.0,20080531.0,24.0,2008-05-31,2008.0,5.0,2.0,30.0,149.0,149.0,1.0,0.0,0
MlAPjr2QAurycWyqev/RQx6+38Z2Rc3W5SAv9bTArs4=,,,,,,,,,,1.0,30.0,99.0,99.0,1.0,0.0,0
VQKpynvHD/pVzXk5bpWRIPpSz22HtEuYl9T3dHXxmZc=,1.0,0.0,,7.0,20160710.0,,2016-07-10,2016.0,7.0,1.0,30.0,99.0,99.0,1.0,0.0,0
psbGWQlveBSqFMkMDIn/3v+uQKuAvFiU5KOWiMU/nqQ=,1.0,0.0,,7.0,20130927.0,,2013-09-27,2013.0,9.0,1.0,30.0,99.0,99.0,1.0,0.0,0
cuAK1s7GF8M2FEz22uUXdZtarGVBdjyPqw6RLOMMk9M=,1.0,0.0,,7.0,20151114.0,,2015-11-14,2015.0,11.0,1.0,30.0,99.0,99.0,1.0,0.0,0
9w0B4sJiwUfXiwFHsRrV7rolIPb7AS2MA+yRwABeYA8=,1.0,0.0,,7.0,20140429.0,,2014-04-29,2014.0,4.0,1.0,30.0,99.0,99.0,1.0,0.0,0
vvoUIz1+Ezc4TbYWEqXysyPha6jZaMYRLyXJNxPu1tE=,1.0,0.0,,7.0,20131216.0,,2013-12-16,2013.0,12.0,1.0,30.0,99.0,99.0,1.0,0.0,0
Ry+KjsbXrnNFrZhcbj4+12mFS5iO/dLML1/M3hLVjnw=,1.0,0.0,,7.0,20160930.0,,2016-09-30,2016.0,9.0,1.0,30.0,99.0,99.0,1.0,0.0,0
YHcDxEPB40ge3Jz5WapEOiyI+0WwRab+hLaPl0oFk8w=,1.0,0.0,,7.0,20130110.0,,2013-01-10,2013.0,1.0,1.0,30.0,99.0,99.0,1.0,0.0,0
nU22UnH7ysdJCbYeT/m2WEF4QmKc5bCwSF/U9QNq2Q8=,1.0,0.0,,7.0,20121025.0,,2012-10-25,2012.0,10.0,1.0,30.0,99.0,99.0,1.0,0.0,0
sC9xn8fhviXovWUcR/koU9vtHkxW23qrV8OnfhA+KM0=,1.0,0.0,,7.0,20120215.0,,2012-02-15,2012.0,2.0,1.0,30.0,99.0,99.0,1.0,0.0,0
ebW56M9Ath33T0XBE7wh7VHfHAWvj2AB+4UNKepo/nU=,1.0,0.0,,7.0,20170208.0,,2017-02-08,2017.0,2.0,1.0,30.0,99.0,99.0,1.0,0.0,0
JnVzY9IEOrY1ALOnp/erViWaJVoOtKlDrJk7Wt9OSgg=,6.0,32.0,male,9.0,20130117.0,32.0,2013-01-17,2013.0,1.0,2.0,30.0,149.0,149.0,1.0,0.0,0
Rd3bJulr5yq8MnGnep4A3zJ9FsQJkoRSpPl5qD+47lI=,8.0,0.0,female,9.0,20050625.0,,2005-06-25,2005.0,6.0,1.0,30.0,149.0,149.0,1.0,0.0,0
6UO9d1FmZdOfbTQGmhnUJWBhixDCJ0Z5HV06nnn0IEc=,5.0,41.0,male,9.0,20110104.0,41.0,2011-01-04,2011.0,1.0,2.0,30.0,149.0,149.0,1.0,0.0,0
jvpmSUDQhKbkrUsZ0tTpO5wun0+JHsZwqVhBMybv5y4=,1.0,0.0,,7.0,20131020.0,,2013-10-20,2013.0,10.0,1.0,30.0,99.0,99.0,1.0,0.0,0
Fj44BwNanv5eDfWudfTvaFcGLXEebKGAIiw9KHzsq8g=,1.0,0.0,,7.0,20150203.0,,2015-02-03,2015.0,2.0,1.0,30.0,149.0,149.0,1.0,0.0,0
5orpJ8qLr4bBbEM3CJ6Z4xUz/q83oes+9QXni9TgWKI=,,,,,,,,,,1.0,30.0,99.0,99.0,1.0,0.0,0
D+1ddB90M/VvXm6m6tTQUEZxNOj9TxgOqcMCBexZiZo=,,,,,,,,,,1.0,30.0,149.0,149.0,1.0,0.0,0
Mkq3WOrE2u5lWqsgVgQ/EA6MHTDIFuhrXFwlIxhf4hk=,1.0,0.0,,7.0,20111015.0,,2011-10-15,2011.0,10.0,1.0,30.0,99.0,99.0,1.0,0.0,0
8Th+PAgzZQu6ZgjCue2H9RGdCabxGPMq9KL715jveYI=,1.0,0.0,,7.0,20170207.0,,2017-02-07,2017.0,2.0,1.0,30.0,99.0,99.0,1.0,0.0,0
